class_index,cutoff_freq_Hz
13,500.0
13,509.99
13,519.97
13,529.96
13,539.95
13,549.93
13,559.92
13,569.91
13,579.89
13,589.88
13,599.87
13,609.85
13,619.84
13,629.83
13,639.81
13,649.8
13,659.79
13,669.77
13,679.76
13,689.75
13,699.73
13,709.72
13,719.71
13,729.69
13,739.68
13,749.67
13,759.65
13,769.64
13,779.63
13,789.61
13,799.6
13,809.59
13,819.57
13,829.56
13,839.55
13,849.53
13,859.52
13,869.51
13,879.49
13,889.48
13,899.47
13,909.45
13,919.44
13,929.43
13,939.41
13,949.4
13,959.39
13,969.37
13,979.36
13,989.35
13,999.33
13,1009.32
13,1019.31
13,1029.29
13,1039.28
13,1049.27
13,1059.25
13,1069.24
13,1079.23
13,1089.21
13,1099.2
13,1109.19
13,1119.17
13,1129.16
13,1139.15
13,1149.13
13,1159.12
13,1169.11
13,1179.09
13,1189.08
13,1199.07
13,1209.05
13,1219.04
13,1229.03
13,1239.01
13,1249.0
13,1258.99
13,1268.97
13,1278.96
13,1288.95
13,1298.93
13,1308.92
13,1318.91
13,1328.89
13,1338.88
13,1348.87
13,1358.85
13,1368.84
13,1378.83
13,1388.81
13,1398.8
13,1408.79
13,1418.77
13,1428.76
13,1438.75
13,1448.74
13,1458.72
13,1468.71
13,1478.7
13,1488.68
13,1498.67
13,1508.66
13,1518.64
13,1528.63
13,1538.62
13,1548.6
13,1558.59
13,1568.58
13,1578.56
13,1588.55
13,1598.54
13,1608.52
13,1618.51
13,1628.5
13,1638.48
13,1648.47
13,1658.46
13,1668.44
13,1678.43
13,1688.42
13,1698.4
13,1708.39
13,1718.38
13,1728.36
13,1738.35
13,1748.34
13,1758.32
13,1768.31
13,1778.3
13,1788.28
13,1798.27
13,1808.26
13,1818.24
13,1828.23
13,1838.22
13,1848.2
13,1858.19
13,1868.18
13,1878.16
13,1888.15
13,1898.14
13,1908.12
13,1918.11
13,1928.1
13,1938.08
13,1948.07
13,1958.06
13,1968.04
13,1978.03
13,1988.02
13,1998.0
13,2007.99
13,2017.98
13,2027.96
13,2037.95
13,2047.94
13,2057.92
13,2067.91
13,2077.9
13,2087.88
13,2097.87
13,2107.86
13,2117.84
13,2127.83
13,2137.82
13,2147.8
13,2157.79
13,2167.78
13,2177.76
13,2187.75
13,2197.74
13,2207.72
13,2217.71
13,2227.7
13,2237.68
13,2247.67
13,2257.66
13,2267.64
13,2277.63
13,2287.62
13,2297.6
13,2307.59
13,2317.58
13,2327.56
13,2337.55
13,2347.54
13,2357.52
13,2367.51
13,2377.5
13,2387.48
13,2397.47
13,2407.46
13,2417.44
13,2427.43
13,2437.42
13,2447.4
13,2457.39
13,2467.38
13,2477.36
13,2487.35
13,2497.34
13,2507.32
13,2517.31
13,2527.3
13,2537.28
13,2547.27
13,2557.26
13,2567.24
13,2577.23
13,2587.22
13,2597.2
13,2607.19
13,2617.18
13,2627.16
13,2637.15
13,2647.14
13,2657.12
13,2667.11
13,2677.1
13,2687.08
13,2697.07
13,2707.06
13,2717.04
13,2727.03
13,2737.02
13,2747.0
13,2756.99
13,2766.98
13,2776.96
13,2786.95
13,2796.94
13,2806.92
13,2816.91
13,2826.9
13,2836.88
13,2846.87
13,2856.86
13,2866.84
13,2876.83
13,2886.82
13,2896.8
13,2906.79
13,2916.78
13,2926.76
13,2936.75
13,2946.74
13,2956.72
13,2966.71
13,2976.7
13,2986.68
13,2996.67
13,3006.66
13,3016.64
13,3026.63
13,3036.62
13,3046.6
13,3056.59
13,3066.58
13,3076.56
13,3086.55
13,3096.54
13,3106.52
13,3116.51
13,3126.5
13,3136.48
13,3146.47
13,3156.46
13,3166.44
13,3176.43
13,3186.42
13,3196.4
13,3206.39
13,3216.38
13,3226.36
13,3236.35
13,3246.34
13,3256.32
13,3266.31
13,3276.3
13,3286.28
13,3296.27
13,3306.26
13,3316.25
13,3326.23
13,3336.22
13,3346.21
13,3356.19
13,3366.18
13,3376.17
13,3386.15
13,3396.14
13,3406.13
13,3416.11
13,3426.1
13,3436.09
13,3446.07
13,3456.06
13,3466.05
13,3476.03
13,3486.02
13,3496.01
13,3505.99
13,3515.98
13,3525.97
13,3535.95
13,3545.94
13,3555.93
13,3565.91
13,3575.9
13,3585.89
13,3595.87
13,3605.86
13,3615.85
13,3625.83
13,3635.82
13,3645.81
13,3655.79
13,3665.78
13,3675.77
13,3685.75
13,3695.74
13,3705.73
13,3715.71
13,3725.7
13,3735.69
13,3745.67
13,3755.66
13,3765.65
13,3775.63
13,3785.62
13,3795.61
13,3805.59
13,3815.58
13,3825.57
13,3835.55
13,3845.54
13,3855.53
13,3865.51
13,3875.5
13,3885.49
13,3895.47
13,3905.46
13,3915.45
13,3925.43
13,3935.42
13,3945.41
13,3955.39
13,3965.38
13,3975.37
13,3985.35
13,3995.34
13,4005.33
13,4015.31
13,4025.3
13,4035.29
13,4045.27
13,4055.26
13,4065.25
13,4075.23
13,4085.22
13,4095.21
13,4105.19
13,4115.18
13,4125.17
13,4135.15
13,4145.14
13,4155.13
13,4165.11
13,4175.1
13,4185.09
13,4195.07
13,4205.06
13,4215.05
13,4225.03
13,4235.02
13,4245.01
13,4254.99
13,4264.98
13,4274.97
13,4284.95
13,4294.94
13,4304.93
13,4314.91
13,4324.9
13,4334.89
13,4344.87
13,4354.86
13,4364.85
13,4374.83
13,4384.82
13,4394.81
13,4404.79
13,4414.78
13,4424.77
13,4434.75
13,4444.74
13,4454.73
13,4464.71
13,4474.7
13,4484.69
13,4494.67
13,4504.66
13,4514.65
13,4524.63
13,4534.62
13,4544.61
13,4554.59
13,4564.58
13,4574.57
13,4584.55
13,4594.54
13,4604.53
13,4614.51
13,4624.5
13,4634.49
13,4644.47
13,4654.46
13,4664.45
13,4674.43
13,4684.42
13,4694.41
13,4704.39
13,4714.38
13,4724.37
13,4734.35
13,4744.34
13,4754.33
13,4764.31
13,4774.3
13,4784.29
13,4794.27
13,4804.26
13,4814.25
13,4824.23
13,4834.22
13,4844.21
13,4854.19
13,4864.18
13,4874.17
13,4884.15
13,4894.14
13,4904.13
13,4914.11
13,4924.1
13,4934.09
13,4944.07
13,4954.06
13,4964.05
13,4974.03
13,4984.02
13,4994.01
13,5003.99
13,5013.98
13,5023.97
13,5033.95
13,5043.94
13,5053.93
13,5063.91
13,5073.9
13,5083.89
13,5093.87
13,5103.86
13,5113.85
13,5123.83
13,5133.82
13,5143.81
13,5153.79
13,5163.78
13,5173.77
13,5183.75
13,5193.74
13,5203.73
13,5213.72
13,5223.7
13,5233.69
13,5243.68
13,5253.66
13,5263.65
13,5273.64
13,5283.62
13,5293.61
13,5303.6
13,5313.58
13,5323.57
13,5333.56
13,5343.54
13,5353.53
13,5363.52
13,5373.5
13,5383.49
13,5393.48
13,5403.46
13,5413.45
13,5423.44
13,5433.42
13,5443.41
13,5453.4
13,5463.38
13,5473.37
13,5483.36
13,5493.34
13,5503.33
13,5513.32
13,5523.3
13,5533.29
13,5543.28
13,5553.26
13,5563.25
13,5573.24
13,5583.22
13,5593.21
13,5603.2
13,5613.18
13,5623.17
13,5633.16
13,5643.14
13,5653.13
13,5663.12
13,5673.1
13,5683.09
13,5693.08
13,5703.06
13,5713.05
13,5723.04
13,5733.02
13,5743.01
13,5753.0
13,5762.98
13,5772.97
13,5782.96
13,5792.94
13,5802.93
13,5812.92
13,5822.9
13,5832.89
13,5842.88
13,5852.86
13,5862.85
13,5872.84
13,5882.82
13,5892.81
13,5902.8
13,5912.78
13,5922.77
13,5932.76
13,5942.74
13,5952.73
13,5962.72
13,5972.7
13,5982.69
13,5992.68
13,6002.66
13,6012.65
13,6022.64
13,6032.62
13,6042.61
13,6052.6
13,6062.58
13,6072.57
13,6082.56
13,6092.54
13,6102.53
13,6112.52
13,6122.5
13,6132.49
13,6142.48
13,6152.46
13,6162.45
13,6172.44
13,6182.42
13,6192.41
13,6202.4
13,6212.38
13,6222.37
13,6232.36
13,6242.34
13,6252.33
13,6262.32
13,6272.3
13,6282.29
13,6292.28
13,6302.26
13,6312.25
13,6322.24
13,6332.22
13,6342.21
13,6352.2
13,6362.18
13,6372.17
13,6382.16
13,6392.14
13,6402.13
13,6412.12
13,6422.1
13,6432.09
13,6442.08
13,6452.06
13,6462.05
13,6472.04
13,6482.02
13,6492.01
13,6502.0
13,6511.98
13,6521.97
13,6531.96
13,6541.94
13,6551.93
