class_index,cutoff_freq_Hz
11,500.0
11,503.25
11,506.51
11,509.76
11,513.02
11,516.27
11,519.52
11,522.78
11,526.03
11,529.28
11,532.54
11,535.79
11,539.05
11,542.3
11,545.55
11,548.81
11,552.06
11,555.31
11,558.57
11,561.82
11,565.08
11,568.33
11,571.58
11,574.84
11,578.09
11,581.34
11,584.6
11,587.85
11,591.11
11,594.36
11,597.61
11,600.87
11,604.12
11,607.38
11,610.63
11,613.88
11,617.14
11,620.39
11,623.64
11,626.9
11,630.15
11,633.41
11,636.66
11,639.91
11,643.17
11,646.42
11,649.67
11,652.93
11,656.18
11,659.44
11,662.69
11,665.94
11,669.2
11,672.45
11,675.7
11,678.96
11,682.21
11,685.47
11,688.72
11,691.97
11,695.23
11,698.48
11,701.74
11,704.99
11,708.24
11,711.5
11,714.75
11,718.0
11,721.26
11,724.51
11,727.77
11,731.02
11,734.27
11,737.53
11,740.78
11,744.03
11,747.29
11,750.54
11,753.8
11,757.05
11,760.3
11,763.56
11,766.81
11,770.07
11,773.32
11,776.57
11,779.83
11,783.08
11,786.33
11,789.59
11,792.84
11,796.1
11,799.35
11,802.6
11,805.86
11,809.11
11,812.36
11,815.62
11,818.87
11,822.13
11,825.38
11,828.63
11,831.89
11,835.14
11,838.39
11,841.65
11,844.9
11,848.16
11,851.41
11,854.66
11,857.92
11,861.17
11,864.43
11,867.68
11,870.93
11,874.19
11,877.44
11,880.69
11,883.95
11,887.2
11,890.46
11,893.71
11,896.96
11,900.22
11,903.47
11,906.72
11,909.98
11,913.23
11,916.49
11,919.74
11,922.99
11,926.25
11,929.5
11,932.75
11,936.01
11,939.26
11,942.52
11,945.77
11,949.02
11,952.28
11,955.53
11,958.79
11,962.04
11,965.29
11,968.55
11,971.8
11,975.05
11,978.31
11,981.56
11,984.82
11,988.07
11,991.32
11,994.58
11,997.83
11,1001.08
11,1004.34
11,1007.59
11,1010.85
11,1014.1
11,1017.35
11,1020.61
11,1023.86
11,1027.11
11,1030.37
11,1033.62
11,1036.88
11,1040.13
11,1043.38
11,1046.64
11,1049.89
11,1053.15
11,1056.4
11,1059.65
11,1062.91
11,1066.16
11,1069.41
11,1072.67
11,1075.92
11,1079.18
11,1082.43
11,1085.68
11,1088.94
11,1092.19
11,1095.44
11,1098.7
11,1101.95
11,1105.21
11,1108.46
11,1111.71
11,1114.97
11,1118.22
11,1121.48
11,1124.73
11,1127.98
11,1131.24
11,1134.49
11,1137.74
11,1141.0
11,1144.25
11,1147.51
11,1150.76
11,1154.01
11,1157.27
11,1160.52
11,1163.77
11,1167.03
11,1170.28
11,1173.54
11,1176.79
11,1180.04
11,1183.3
11,1186.55
11,1189.8
11,1193.06
11,1196.31
11,1199.57
11,1202.82
11,1206.07
11,1209.33
11,1212.58
11,1215.84
11,1219.09
11,1222.34
11,1225.6
11,1228.85
11,1232.1
11,1235.36
11,1238.61
11,1241.87
11,1245.12
11,1248.37
11,1251.63
11,1254.88
11,1258.13
11,1261.39
