class_index,cutoff_freq_Hz
11,500.0
11,503.22
11,506.44
11,509.66
11,512.88
11,516.09
11,519.31
11,522.53
11,525.75
11,528.97
11,532.19
11,535.41
11,538.63
11,541.85
11,545.06
11,548.28
11,551.5
11,554.72
11,557.94
11,561.16
11,564.38
11,567.6
11,570.82
11,574.03
11,577.25
11,580.47
11,583.69
11,586.91
11,590.13
11,593.35
11,596.57
11,599.79
11,603.0
11,606.22
11,609.44
11,612.66
11,615.88
11,619.1
11,622.32
11,625.54
11,628.76
11,631.97
11,635.19
11,638.41
11,641.63
11,644.85
11,648.07
11,651.29
11,654.51
11,657.73
11,660.94
11,664.16
11,667.38
11,670.6
11,673.82
11,677.04
11,680.26
11,683.48
11,686.7
11,689.91
11,693.13
11,696.35
11,699.57
11,702.79
11,706.01
11,709.23
11,712.45
11,715.67
11,718.88
11,722.1
11,725.32
11,728.54
11,731.76
11,734.98
11,738.2
11,741.42
11,744.64
11,747.85
11,751.07
11,754.29
11,757.51
11,760.73
11,763.95
11,767.17
11,770.39
11,773.61
11,776.82
11,780.04
11,783.26
11,786.48
11,789.7
11,792.92
11,796.14
11,799.36
11,802.58
11,805.79
11,809.01
11,812.23
11,815.45
11,818.67
11,821.89
11,825.11
11,828.33
11,831.55
11,834.76
11,837.98
11,841.2
11,844.42
11,847.64
11,850.86
11,854.08
11,857.3
11,860.52
11,863.73
11,866.95
11,870.17
11,873.39
11,876.61
11,879.83
11,883.05
11,886.27
11,889.48
11,892.7
11,895.92
11,899.14
11,902.36
11,905.58
11,908.8
11,912.02
11,915.24
11,918.45
11,921.67
11,924.89
11,928.11
11,931.33
11,934.55
11,937.77
11,940.99
11,944.21
11,947.42
11,950.64
11,953.86
11,957.08
11,960.3
11,963.52
11,966.74
11,969.96
11,973.18
11,976.39
11,979.61
11,982.83
11,986.05
11,989.27
11,992.49
11,995.71
11,998.93
11,1002.15
11,1005.36
11,1008.58
11,1011.8
11,1015.02
11,1018.24
11,1021.46
11,1024.68
11,1027.9
11,1031.12
11,1034.33
11,1037.55
11,1040.77
11,1043.99
11,1047.21
11,1050.43
11,1053.65
11,1056.87
11,1060.09
11,1063.3
11,1066.52
11,1069.74
11,1072.96
11,1076.18
11,1079.4
11,1082.62
11,1085.84
11,1089.06
11,1092.27
11,1095.49
11,1098.71
11,1101.93
11,1105.15
11,1108.37
11,1111.59
11,1114.81
11,1118.03
11,1121.24
11,1124.46
11,1127.68
11,1130.9
11,1134.12
11,1137.34
11,1140.56
11,1143.78
11,1147.0
11,1150.21
11,1153.43
11,1156.65
11,1159.87
11,1163.09
11,1166.31
11,1169.53
11,1172.75
11,1175.97
11,1179.18
11,1182.4
11,1185.62
11,1188.84
11,1192.06
11,1195.28
11,1198.5
11,1201.72
11,1204.94
11,1208.15
11,1211.37
11,1214.59
11,1217.81
11,1221.03
11,1224.25
11,1227.47
11,1230.69
11,1233.91
11,1237.12
11,1240.34
11,1243.56
11,1246.78
11,1250.0
11,1253.22
11,1256.44
11,1259.66
11,1262.88
11,1266.09
11,1269.31
11,1272.53
11,1275.75
11,1278.97
11,1282.19
11,1285.41
11,1288.63
11,1291.85
11,1295.06
11,1298.28
11,1301.5
11,1304.72
11,1307.94
11,1311.16
11,1314.38
11,1317.6
11,1320.82
11,1324.03
11,1327.25
11,1330.47
11,1333.69
11,1336.91
11,1340.13
11,1343.35
11,1346.57
11,1349.79
11,1353.0
11,1356.22
11,1359.44
11,1362.66
11,1365.88
11,1369.1
11,1372.32
11,1375.54
11,1378.76
11,1381.97
11,1385.19
11,1388.41
11,1391.63
11,1394.85
11,1398.07
11,1401.29
11,1404.51
11,1407.73
11,1410.94
11,1414.16
11,1417.38
11,1420.6
11,1423.82
11,1427.04
11,1430.26
11,1433.48
11,1436.7
11,1439.91
11,1443.13
11,1446.35
11,1449.57
11,1452.79
11,1456.01
11,1459.23
11,1462.45
11,1465.67
11,1468.88
11,1472.1
11,1475.32
11,1478.54
11,1481.76
11,1484.98
11,1488.2
11,1491.42
11,1494.64
11,1497.85
11,1501.07
11,1504.29
11,1507.51
11,1510.73
11,1513.95
11,1517.17
11,1520.39
11,1523.61
11,1526.82
11,1530.04
11,1533.26
11,1536.48
11,1539.7
11,1542.92
11,1546.14
11,1549.36
11,1552.58
11,1555.79
11,1559.01
11,1562.23
11,1565.45
11,1568.67
11,1571.89
11,1575.11
11,1578.33
11,1581.55
11,1584.76
11,1587.98
11,1591.2
11,1594.42
11,1597.64
11,1600.86
11,1604.08
11,1607.3
11,1610.52
11,1613.73
11,1616.95
11,1620.17
11,1623.39
11,1626.61
11,1629.83
11,1633.05
11,1636.27
11,1639.48
11,1642.7
11,1645.92
11,1649.14
11,1652.36
11,1655.58
11,1658.8
11,1662.02
11,1665.24
11,1668.45
11,1671.67
11,1674.89
11,1678.11
11,1681.33
11,1684.55
11,1687.77
11,1690.99
11,1694.21
11,1697.42
11,1700.64
11,1703.86
11,1707.08
11,1710.3
11,1713.52
11,1716.74
11,1719.96
11,1723.18
11,1726.39
11,1729.61
11,1732.83
11,1736.05
11,1739.27
11,1742.49
11,1745.71
11,1748.93
11,1752.15
11,1755.36
11,1758.58
11,1761.8
11,1765.02
11,1768.24
11,1771.46
11,1774.68
11,1777.9
11,1781.12
11,1784.33
11,1787.55
11,1790.77
11,1793.99
11,1797.21
11,1800.43
11,1803.65
11,1806.87
11,1810.09
11,1813.3
11,1816.52
11,1819.74
11,1822.96
11,1826.18
11,1829.4
11,1832.62
11,1835.84
11,1839.06
11,1842.27
11,1845.49
11,1848.71
11,1851.93
11,1855.15
11,1858.37
11,1861.59
11,1864.81
11,1868.03
11,1871.24
11,1874.46
