class_index,cutoff_freq_Hz
16,500.0
16,506.43
16,512.85
16,519.28
16,525.71
16,532.13
16,538.56
16,544.99
16,551.41
16,557.84
16,564.27
16,570.69
16,577.12
16,583.55
16,589.97
16,596.4
16,602.83
16,609.25
16,615.68
16,622.11
16,628.53
16,634.96
16,641.39
16,647.81
16,654.24
16,660.67
16,667.1
16,673.52
16,679.95
16,686.38
16,692.8
16,699.23
16,705.66
16,712.08
16,718.51
16,724.94
16,731.36
16,737.79
16,744.22
16,750.64
16,757.07
16,763.5
16,769.92
16,776.35
16,782.78
16,789.2
16,795.63
16,802.06
16,808.48
16,814.91
16,821.34
16,827.76
16,834.19
16,840.62
16,847.04
16,853.47
16,859.9
16,866.32
16,872.75
16,879.18
16,885.6
16,892.03
16,898.46
16,904.88
16,911.31
16,917.74
16,924.16
16,930.59
16,937.02
16,943.44
16,949.87
16,956.3
16,962.72
16,969.15
16,975.58
16,982.01
16,988.43
16,994.86
16,1001.29
16,1007.71
16,1014.14
16,1020.57
16,1026.99
16,1033.42
16,1039.85
16,1046.27
16,1052.7
16,1059.13
16,1065.55
16,1071.98
16,1078.41
16,1084.83
16,1091.26
16,1097.69
16,1104.11
16,1110.54
16,1116.97
16,1123.39
16,1129.82
16,1136.25
16,1142.67
16,1149.1
16,1155.53
16,1161.95
16,1168.38
16,1174.81
16,1181.23
16,1187.66
16,1194.09
16,1200.51
16,1206.94
16,1213.37
16,1219.79
16,1226.22
16,1232.65
16,1239.07
16,1245.5
16,1251.93
16,1258.35
16,1264.78
16,1271.21
16,1277.63
16,1284.06
16,1290.49
16,1296.92
16,1303.34
16,1309.77
16,1316.2
16,1322.62
16,1329.05
16,1335.48
16,1341.9
16,1348.33
16,1354.76
16,1361.18
16,1367.61
16,1374.04
16,1380.46
16,1386.89
16,1393.32
16,1399.74
16,1406.17
16,1412.6
16,1419.02
16,1425.45
16,1431.88
16,1438.3
16,1444.73
16,1451.16
16,1457.58
16,1464.01
16,1470.44
16,1476.86
16,1483.29
16,1489.72
16,1496.14
16,1502.57
16,1509.0
16,1515.42
16,1521.85
16,1528.28
16,1534.7
16,1541.13
16,1547.56
16,1553.98
16,1560.41
16,1566.84
16,1573.26
16,1579.69
16,1586.12
16,1592.54
16,1598.97
16,1605.4
16,1611.83
16,1618.25
16,1624.68
16,1631.11
16,1637.53
16,1643.96
16,1650.39
16,1656.81
16,1663.24
16,1669.67
16,1676.09
16,1682.52
16,1688.95
16,1695.37
16,1701.8
16,1708.23
16,1714.65
16,1721.08
16,1727.51
16,1733.93
16,1740.36
16,1746.79
16,1753.21
16,1759.64
16,1766.07
16,1772.49
16,1778.92
16,1785.35
16,1791.77
16,1798.2
16,1804.63
16,1811.05
16,1817.48
16,1823.91
16,1830.33
16,1836.76
16,1843.19
16,1849.61
16,1856.04
16,1862.47
16,1868.89
16,1875.32
16,1881.75
16,1888.17
16,1894.6
16,1901.03
16,1907.46
16,1913.88
16,1920.31
16,1926.74
16,1933.16
16,1939.59
16,1946.02
16,1952.44
16,1958.87
16,1965.3
16,1971.72
16,1978.15
16,1984.58
16,1991.0
16,1997.43
16,2003.86
16,2010.28
16,2016.71
16,2023.14
16,2029.56
16,2035.99
16,2042.42
16,2048.84
16,2055.27
16,2061.7
16,2068.12
16,2074.55
16,2080.98
16,2087.4
16,2093.83
16,2100.26
16,2106.68
16,2113.11
16,2119.54
16,2125.96
16,2132.39
16,2138.82
16,2145.24
