class_index,intensity
2,100.0
2,99.81
2,99.62
2,99.43
2,99.24
2,99.05
2,98.85
2,98.66
2,98.47
2,98.28
2,98.09
2,97.9
2,97.71
2,97.52
2,97.33
2,97.14
2,96.95
2,96.76
2,96.56
2,96.37
2,96.18
2,95.99
2,95.8
2,95.61
2,95.42
2,95.23
2,95.04
2,94.85
2,94.66
2,94.47
2,94.27
2,94.08
2,93.89
2,93.7
2,93.51
2,93.32
2,93.13
2,92.94
2,92.75
2,92.56
2,92.37
2,92.18
2,91.98
2,91.79
2,91.6
2,91.41
2,91.22
2,91.03
2,90.84
2,90.65
2,90.46
2,90.27
2,90.08
2,89.89
2,89.69
2,89.5
2,89.31
2,89.12
2,88.93
2,88.74
2,88.55
2,88.36
2,88.17
2,87.98
2,87.79
2,87.6
2,87.4
2,87.21
2,87.02
2,86.83
2,86.64
2,86.45
2,86.26
2,86.07
2,85.88
2,85.69
2,85.5
2,85.31
2,85.11
2,84.92
2,84.73
2,84.54
2,84.35
2,84.16
2,83.97
2,83.78
2,83.59
2,83.4
2,83.21
2,83.02
2,82.82
2,82.63
2,82.44
2,82.25
2,82.06
2,81.87
2,81.68
2,81.49
2,81.3
2,81.11
2,80.92
2,80.73
2,80.53
2,80.34
2,80.15
2,79.96
2,79.77
2,79.58
2,79.39
2,79.2
2,79.01
2,78.82
2,78.63
2,78.44
2,78.24
2,78.05
2,77.86
2,77.67
2,77.48
2,77.29
2,77.1
2,76.91
2,76.72
2,76.53
2,76.34
2,76.15
2,75.95
2,75.76
2,75.57
2,75.38
2,75.19
2,75.0
2,74.81
2,74.62
2,74.43
2,74.24
2,74.05
2,73.85
2,73.66
2,73.47
2,73.28
2,73.09
2,72.9
2,72.71
2,72.52
2,72.33
2,72.14
2,71.95
2,71.76
2,71.56
2,71.37
2,71.18
2,70.99
2,70.8
2,70.61
2,70.42
2,70.23
2,70.04
2,69.85
2,69.66
2,69.47
2,69.27
2,69.08
2,68.89
2,68.7
2,68.51
2,68.32
2,68.13
2,67.94
2,67.75
2,67.56
2,67.37
2,67.18
2,66.98
2,66.79
2,66.6
2,66.41
2,66.22
2,66.03
2,65.84
2,65.65
2,65.46
2,65.27
2,65.08
2,64.89
2,64.69
2,64.5
2,64.31
2,64.12
2,63.93
2,63.74
2,63.55
2,63.36
2,63.17
2,62.98
2,62.79
2,62.6
2,62.4
2,62.21
2,62.02
2,61.83
2,61.64
2,61.45
2,61.26
2,61.07
2,60.88
2,60.69
2,60.5
2,60.31
2,60.11
2,59.92
2,59.73
2,59.54
2,59.35
2,59.16
2,58.97
2,58.78
2,58.59
2,58.4
2,58.21
2,58.02
2,57.82
2,57.63
2,57.44
2,57.25
2,57.06
2,56.87
2,56.68
2,56.49
2,56.3
2,56.11
2,55.92
2,55.73
2,55.53
2,55.34
2,55.15
2,54.96
2,54.77
2,54.58
2,54.39
2,54.2
2,54.01
2,53.82
2,53.63
2,53.44
2,53.24
2,53.05
2,52.86
2,52.67
2,52.48
2,52.29
2,52.1
2,51.91
2,51.72
2,51.53
2,51.34
2,51.15
2,50.95
2,50.76
2,50.57
2,50.38
2,50.19
2,50.0
2,49.81
2,49.62
2,49.43
2,49.24
2,49.05
2,48.85
2,48.66
2,48.47
2,48.28
2,48.09
2,47.9
2,47.71
2,47.52
2,47.33
2,47.14
2,46.95
2,46.76
2,46.56
2,46.37
2,46.18
2,45.99
2,45.8
2,45.61
2,45.42
2,45.23
2,45.04
2,44.85
2,44.66
2,44.47
2,44.27
2,44.08
2,43.89
2,43.7
2,43.51
2,43.32
2,43.13
2,42.94
2,42.75
2,42.56
2,42.37
2,42.18
2,41.98
2,41.79
2,41.6
2,41.41
2,41.22
2,41.03
2,40.84
2,40.65
2,40.46
2,40.27
2,40.08
2,39.89
2,39.69
2,39.5
2,39.31
2,39.12
2,38.93
2,38.74
2,38.55
2,38.36
2,38.17
2,37.98
2,37.79
2,37.6
2,37.4
2,37.21
2,37.02
2,36.83
2,36.64
2,36.45
2,36.26
2,36.07
2,35.88
2,35.69
2,35.5
2,35.31
2,35.11
2,34.92
2,34.73
2,34.54
2,34.35
2,34.16
2,33.97
2,33.78
2,33.59
2,33.4
2,33.21
2,33.02
2,32.82
2,32.63
2,32.44
2,32.25
2,32.06
2,31.87
2,31.68
2,31.49
2,31.3
2,31.11
2,30.92
2,30.73
2,30.53
2,30.34
2,30.15
2,29.96
2,29.77
2,29.58
2,29.39
2,29.2
2,29.01
2,28.82
2,28.63
2,28.44
2,28.24
2,28.05
2,27.86
2,27.67
2,27.48
2,27.29
2,27.1
2,26.91
2,26.72
2,26.53
2,26.34
2,26.15
2,25.95
2,25.76
2,25.57
2,25.38
2,25.19
2,25.0
2,24.81
2,24.62
2,24.43
2,24.24
2,24.05
2,23.85
2,23.66
2,23.47
2,23.28
2,23.09
2,22.9
2,22.71
2,22.52
2,22.33
2,22.14
2,21.95
2,21.76
2,21.56
2,21.37
2,21.18
2,20.99
2,20.8
2,20.61
2,20.42
2,20.23
2,20.04
2,19.85
2,19.66
2,19.47
2,19.27
2,19.08
2,18.89
2,18.7
2,18.51
2,18.32
2,18.13
2,17.94
2,17.75
2,17.56
2,17.37
2,17.18
2,16.98
2,16.79
2,16.6
2,16.41
2,16.22
2,16.03
2,15.84
2,15.65
2,15.46
2,15.27
2,15.08
2,14.89
2,14.69
2,14.5
2,14.31
2,14.12
2,13.93
2,13.74
2,13.55
2,13.36
2,13.17
2,12.98
2,12.79
2,12.6
2,12.4
2,12.21
2,12.02
2,11.83
2,11.64
2,11.45
2,11.26
2,11.07
2,10.88
2,10.69
2,10.5
2,10.31
2,10.11
2,9.92
2,9.73
2,9.54
2,9.35
2,9.16
2,8.97
2,8.78
2,8.59
2,8.4
2,8.21
2,8.02
2,7.82
2,7.63
2,7.44
2,7.25
2,7.06
2,6.87
2,6.68
2,6.49
2,6.3
2,6.11
2,5.92
2,5.73
2,5.53
2,5.34
2,5.15
2,4.96
2,4.77
2,4.58
2,4.39
2,4.2
2,4.01
2,3.82
2,3.63
2,3.44
2,3.24
2,3.05
2,2.86
2,2.67
2,2.48
2,2.29
2,2.1
2,1.91
2,1.72
2,1.53
2,1.34
2,1.15
2,0.95
2,0.76
2,0.57
2,0.38
2,0.19
2,0.0
