class_index,cutoff_freq_Hz
14,500.0
14,509.99
14,519.97
14,529.96
14,539.95
14,549.93
14,559.92
14,569.91
14,579.89
14,589.88
14,599.87
14,609.85
14,619.84
14,629.83
14,639.81
14,649.8
14,659.79
14,669.77
14,679.76
14,689.75
14,699.73
14,709.72
14,719.71
14,729.69
14,739.68
14,749.67
14,759.65
14,769.64
14,779.63
14,789.61
14,799.6
14,809.59
14,819.57
14,829.56
14,839.55
14,849.53
14,859.52
14,869.51
14,879.49
14,889.48
14,899.47
14,909.45
14,919.44
14,929.43
14,939.41
14,949.4
14,959.39
14,969.37
14,979.36
14,989.35
14,999.33
14,1009.32
14,1019.31
14,1029.29
14,1039.28
14,1049.27
14,1059.25
14,1069.24
14,1079.23
14,1089.21
14,1099.2
14,1109.19
14,1119.17
14,1129.16
14,1139.15
14,1149.13
14,1159.12
14,1169.11
14,1179.09
14,1189.08
14,1199.07
14,1209.05
14,1219.04
14,1229.03
14,1239.01
14,1249.0
14,1258.99
14,1268.97
14,1278.96
14,1288.95
14,1298.93
14,1308.92
14,1318.91
14,1328.89
14,1338.88
14,1348.87
14,1358.85
14,1368.84
14,1378.83
14,1388.81
14,1398.8
14,1408.79
14,1418.77
14,1428.76
14,1438.75
14,1448.74
14,1458.72
14,1468.71
14,1478.7
14,1488.68
14,1498.67
14,1508.66
14,1518.64
14,1528.63
14,1538.62
14,1548.6
14,1558.59
14,1568.58
14,1578.56
14,1588.55
14,1598.54
14,1608.52
14,1618.51
14,1628.5
14,1638.48
14,1648.47
14,1658.46
14,1668.44
14,1678.43
14,1688.42
14,1698.4
14,1708.39
14,1718.38
14,1728.36
14,1738.35
14,1748.34
14,1758.32
14,1768.31
14,1778.3
14,1788.28
14,1798.27
14,1808.26
14,1818.24
14,1828.23
14,1838.22
14,1848.2
14,1858.19
14,1868.18
14,1878.16
14,1888.15
14,1898.14
14,1908.12
14,1918.11
14,1928.1
14,1938.08
14,1948.07
14,1958.06
14,1968.04
14,1978.03
14,1988.02
14,1998.0
14,2007.99
14,2017.98
14,2027.96
14,2037.95
14,2047.94
14,2057.92
14,2067.91
14,2077.9
14,2087.88
14,2097.87
14,2107.86
14,2117.84
14,2127.83
14,2137.82
14,2147.8
14,2157.79
14,2167.78
14,2177.76
14,2187.75
14,2197.74
14,2207.72
14,2217.71
14,2227.7
14,2237.68
14,2247.67
14,2257.66
14,2267.64
14,2277.63
14,2287.62
14,2297.6
14,2307.59
14,2317.58
14,2327.56
14,2337.55
14,2347.54
14,2357.52
14,2367.51
14,2377.5
14,2387.48
14,2397.47
14,2407.46
14,2417.44
14,2427.43
14,2437.42
14,2447.4
14,2457.39
14,2467.38
14,2477.36
14,2487.35
14,2497.34
14,2507.32
14,2517.31
14,2527.3
14,2537.28
14,2547.27
14,2557.26
14,2567.24
14,2577.23
14,2587.22
14,2597.2
14,2607.19
14,2617.18
14,2627.16
14,2637.15
14,2647.14
14,2657.12
14,2667.11
14,2677.1
14,2687.08
14,2697.07
14,2707.06
14,2717.04
14,2727.03
14,2737.02
14,2747.0
14,2756.99
14,2766.98
14,2776.96
14,2786.95
14,2796.94
14,2806.92
14,2816.91
14,2826.9
14,2836.88
14,2846.87
14,2856.86
14,2866.84
14,2876.83
14,2886.82
14,2896.8
14,2906.79
14,2916.78
14,2926.76
14,2936.75
14,2946.74
14,2956.72
14,2966.71
14,2976.7
14,2986.68
14,2996.67
14,3006.66
14,3016.64
14,3026.63
14,3036.62
14,3046.6
14,3056.59
14,3066.58
14,3076.56
14,3086.55
14,3096.54
14,3106.52
14,3116.51
14,3126.5
14,3136.48
14,3146.47
14,3156.46
14,3166.44
14,3176.43
14,3186.42
14,3196.4
14,3206.39
14,3216.38
14,3226.36
14,3236.35
14,3246.34
14,3256.32
14,3266.31
14,3276.3
14,3286.28
14,3296.27
14,3306.26
14,3316.25
14,3326.23
14,3336.22
14,3346.21
14,3356.19
14,3366.18
14,3376.17
14,3386.15
14,3396.14
14,3406.13
14,3416.11
14,3426.1
14,3436.09
14,3446.07
14,3456.06
14,3466.05
14,3476.03
14,3486.02
14,3496.01
14,3505.99
14,3515.98
14,3525.97
14,3535.95
14,3545.94
14,3555.93
14,3565.91
14,3575.9
14,3585.89
14,3595.87
14,3605.86
14,3615.85
14,3625.83
14,3635.82
14,3645.81
14,3655.79
14,3665.78
14,3675.77
14,3685.75
14,3695.74
14,3705.73
14,3715.71
14,3725.7
14,3735.69
14,3745.67
14,3755.66
14,3765.65
14,3775.63
14,3785.62
14,3795.61
14,3805.59
14,3815.58
14,3825.57
14,3835.55
14,3845.54
14,3855.53
14,3865.51
14,3875.5
14,3885.49
14,3895.47
14,3905.46
14,3915.45
14,3925.43
14,3935.42
14,3945.41
14,3955.39
14,3965.38
14,3975.37
14,3985.35
14,3995.34
14,4005.33
14,4015.31
14,4025.3
14,4035.29
14,4045.27
14,4055.26
14,4065.25
14,4075.23
14,4085.22
14,4095.21
14,4105.19
14,4115.18
14,4125.17
14,4135.15
14,4145.14
14,4155.13
14,4165.11
14,4175.1
14,4185.09
14,4195.07
14,4205.06
14,4215.05
14,4225.03
14,4235.02
14,4245.01
14,4254.99
14,4264.98
14,4274.97
14,4284.95
14,4294.94
14,4304.93
14,4314.91
14,4324.9
14,4334.89
14,4344.87
14,4354.86
14,4364.85
14,4374.83
14,4384.82
14,4394.81
14,4404.79
14,4414.78
14,4424.77
14,4434.75
14,4444.74
14,4454.73
14,4464.71
14,4474.7
14,4484.69
14,4494.67
14,4504.66
14,4514.65
14,4524.63
14,4534.62
14,4544.61
14,4554.59
14,4564.58
14,4574.57
14,4584.55
14,4594.54
14,4604.53
14,4614.51
14,4624.5
14,4634.49
14,4644.47
14,4654.46
14,4664.45
14,4674.43
14,4684.42
14,4694.41
14,4704.39
14,4714.38
14,4724.37
14,4734.35
14,4744.34
14,4754.33
14,4764.31
14,4774.3
14,4784.29
14,4794.27
14,4804.26
14,4814.25
14,4824.23
14,4834.22
14,4844.21
14,4854.19
14,4864.18
14,4874.17
14,4884.15
14,4894.14
14,4904.13
14,4914.11
14,4924.1
14,4934.09
14,4944.07
14,4954.06
14,4964.05
14,4974.03
14,4984.02
14,4994.01
14,5003.99
14,5013.98
14,5023.97
14,5033.95
14,5043.94
14,5053.93
14,5063.91
14,5073.9
14,5083.89
14,5093.87
14,5103.86
14,5113.85
14,5123.83
14,5133.82
14,5143.81
14,5153.79
14,5163.78
14,5173.77
14,5183.75
14,5193.74
14,5203.73
14,5213.72
14,5223.7
14,5233.69
14,5243.68
14,5253.66
14,5263.65
14,5273.64
14,5283.62
14,5293.61
14,5303.6
14,5313.58
14,5323.57
14,5333.56
14,5343.54
14,5353.53
14,5363.52
14,5373.5
14,5383.49
14,5393.48
14,5403.46
14,5413.45
14,5423.44
14,5433.42
14,5443.41
14,5453.4
14,5463.38
14,5473.37
14,5483.36
14,5493.34
14,5503.33
14,5513.32
14,5523.3
14,5533.29
14,5543.28
14,5553.26
14,5563.25
14,5573.24
14,5583.22
14,5593.21
14,5603.2
14,5613.18
14,5623.17
14,5633.16
14,5643.14
14,5653.13
14,5663.12
14,5673.1
14,5683.09
14,5693.08
14,5703.06
14,5713.05
14,5723.04
14,5733.02
14,5743.01
14,5753.0
14,5762.98
14,5772.97
14,5782.96
14,5792.94
14,5802.93
14,5812.92
14,5822.9
14,5832.89
14,5842.88
14,5852.86
14,5862.85
14,5872.84
14,5882.82
14,5892.81
14,5902.8
14,5912.78
14,5922.77
14,5932.76
14,5942.74
14,5952.73
14,5962.72
14,5972.7
14,5982.69
14,5992.68
14,6002.66
14,6012.65
14,6022.64
14,6032.62
14,6042.61
14,6052.6
14,6062.58
14,6072.57
14,6082.56
14,6092.54
14,6102.53
14,6112.52
14,6122.5
14,6132.49
14,6142.48
14,6152.46
14,6162.45
14,6172.44
14,6182.42
14,6192.41
14,6202.4
14,6212.38
14,6222.37
14,6232.36
14,6242.34
14,6252.33
14,6262.32
14,6272.3
14,6282.29
14,6292.28
14,6302.26
14,6312.25
14,6322.24
14,6332.22
14,6342.21
14,6352.2
14,6362.18
14,6372.17
14,6382.16
14,6392.14
14,6402.13
14,6412.12
14,6422.1
14,6432.09
14,6442.08
14,6452.06
14,6462.05
14,6472.04
14,6482.02
14,6492.01
14,6502.0
14,6511.98
14,6521.97
14,6531.96
14,6541.94
14,6551.93
14,6561.92
14,6571.9
14,6581.89
14,6591.88
14,6601.86
14,6611.85
14,6621.84
