class_index,cutoff_freq_Hz
7,500.0
7,647.06
7,794.12
7,941.18
7,1088.24
7,1235.29
7,1382.35
7,1529.41
7,1676.47
7,1823.53
7,1970.59
7,2117.65
7,2264.71
7,2411.76
7,2558.82
7,2705.88
7,2852.94
7,3000.0
7,3147.06
7,3294.12
7,3441.18
7,3588.24
7,3735.29
7,3882.35
7,4029.41
7,4176.47
7,4323.53
7,4470.59
7,4617.65
7,4764.71
7,4911.76
7,5058.82
7,5205.88
7,5352.94
7,5500.0
7,5647.06
7,5794.12
7,5941.18
7,6088.24
7,6235.29
7,6382.35
7,6529.41
7,6676.47
7,6823.53
7,6970.59
7,7117.65
7,7264.71
7,7411.76
7,7558.82
7,7705.88
7,7852.94
7,8000.0
